ID,title,description,tag,image,path,genre,mood,distributor,branded-vod,k_means,k_genre,GenreType,Language,Local
137,The 7.39,"In the romantic drama written by David Nicholls, two commuters begin talking after fighting for a seat on a train. Carl is happily-married, Sally's engaged, but after they meet their lives dramatically change course. Starring David Morrissey, Sheridan Smith, and Olivia Colman.","genre:drama/british,genre:drama,genre:movie,genre:drama/romance,mood:romantic,mood:all-the-feels,mood:witty,channel:tvnz-online,distributor:nbc",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4ACFvWzMxl5bbBWvbvAqmq/ea065bb3cb11351c22f50ebb605dcf09/The739_showtile-min.png.ea065bb3cb11351c22f50ebb605dcf09.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-739.html,"british, drama, movie, romance","romantic, all-the-feels, witty",nbc,,1,3,Romance,English,0
138,Boy ,"Taika Waititi film set on NZ's East Coast in 1984. Boy loves three things, Michael Jackson, his pet goat and his absent criminal father. When his dad returns to find a bag of buried money, Boy and his little brother get to know him again.","genre:movie,genre:comedy,genre:new-zealand,genre:closed-captions,genre:family,genre:te-ao-maori,channel:tv2,distributor:bonsai",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/23x8n1c8B37ebkElZayasG/f6a41032c67b406bdf32bfe77b8898ae/Boy_showtile_v3.png.f6a41032c67b406bdf32bfe77b8898ae.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/boy.html,"movie, comedy, new-zealand, closed-captions, family, te-ao-maori",diverse,bonsai,,0,6,Comedy,English,1
139,Story Of A Girl ,"When an explicit sex video of a 13-year-old girl hits the internet, her life changes forever. From social stigma to the enduring rage of her father (Kevin Bacon), she longs to escape a life defined by her past.","genre:drama,genre:movie,mood:all-the-feels,mood:provocative,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3XnrpLjaAm4jf4Cp3y9Dnc/1bbd1af4c3f4a1c5f5c1bad17766019b/Story-of-a-Girl_showtile.png.1bbd1af4c3f4a1c5f5c1bad17766019b.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/story-of-a-girl.html,"drama, movie","all-the-feels, provocative",a-e,lifetime,2,3,Romance,English,0
140,A War Story ,"In 1997, Osama bin Laden declared war on the USA and Pulitzer Prize winning CNN correspondent Peter Arnett embarked on a mission to locate and interview him. A War Story follows the dramatic events leading up to the interview and the Kiwi journalist's horror on 9/11, as he recalled bin Laden's veiled threats. Funded by NZ On Air.","genre:sunday-theatre,genre:drama,genre:new-zealand,genre:movie,genre:drama/real-life-stories,channel:tv-one,distributor:making-movies",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6R8qRJwxeTTmA0nJkxsSwR/5bae8146281af3bfd9729bda9b321593/awarstory_showtile.png.5bae8146281af3bfd9729bda9b321593.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-war-story.html,"sunday-theatre, drama, new-zealand, movie, real-life-stories",diverse,making-movies,,6,2,Real Life Story,English,1
141,Mariposa ,"The flapping of a butterfly divides Romina and Germán's universe into two parallel realities: In the first one, Romina is raised as an adopted sister to Germán. In the other, they are friends who have a sexual relationship. Spanish with English subtitles.","genre:movie,genre:drama/foreign-language-subtitled,genre:drama,mood:thought-provoking,mood:romantic,mood:all-the-feels,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/YBEEvyJIve2H6v1dng3Wm/f55d8e4a7fa8d89bae06226db50a760e/Filmstream_Mariposa_showtile.png.f55d8e4a7fa8d89bae06226db50a760e.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/mariposa.html,"movie, foreign-language-subtitled, drama","thought-provoking, romantic, all-the-feels",rialto,filmstream,3,1,Drama,Spanish,0
142,Britney Ever After ,"The tumultuous story of pop icon Britney Spears’ rise to fame, fall from grace and eventual triumphant resurrection, firmly securing her position as one of the world’s greatest entertainers.","genre:movie,genre:drama,genre:drama/soap,genre:drama/real-life-stories,genre:music,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5bKLi2iLcTlMM45612jKDS/58d9b0d68f7a67bf1c2c1aa2bffbcbf4/Lifetime_Brtiney_Ever_After_showtile.png.58d9b0d68f7a67bf1c2c1aa2bffbcbf4.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/britney-ever-after.html,"movie, drama, soap, real-life-stories, music",diverse,a-e,lifetime,6,2,Real Life Story,English,0
143,Conan The Barbarian  ,"In an empire ruled by evil, a barbarian warrior swears vengeance on the warlord who murdered his family. Starring Jason Momoa.","genre:movie,genre:drama/period_drama,genre:closed-captions,mood:epic,mood:action-packed,mood:escapist,channel:duke,distributor:roadshow",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/27f5aOn0drMrQMeNPIxsUe/d7ba2e2dd4dbb674b1a453644589d593/ConantheBarbarian_showtile.png.d7ba2e2dd4dbb674b1a453644589d593.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/conan-the-barbarian.html,"movie, period, closed-captions","epic, action-packed, escapist",roadshow,,1,5,Action,English,0
144,Gates of Paradise ,"Based on the fourth novel in V.C. Andrews' Casteel family series. Annie is taken to Farthinggale Manor by the possessive Tony Tatterton. Pining for her family, Annie yearns to see her half-brother Luke again, but her hopes and dreams are darkened by the sinister Casteel spell.","genre:drama,genre:movie,mood:all-the-feels,mood:mysterious,mood:dark,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/36k3hAfAvUBCyjHxp9hlMU/40aa1d7f406732716f04c4dd586a6555/Lifetime_VC_Andrews_VC_Andrews_Gates_of_Paradise_showtile.png.40aa1d7f406732716f04c4dd586a6555.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/gates-of-paradise.html,"drama, movie","all-the-feels, mysterious, dark",a-e,lifetime,2,3,Romance,English,0
145,Long Shot ,A journalist reunites with his childhood crush who is now one of the most influential women in the world. Sparks fly when the unlikely pair start working together. Starring Seth Rogen and Charlize Theron.,"genre:movie,genre:comedy,mood:crack-up,mood:romantic,channel:tv2,distributor:studiocanal",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1zyLiYJkSojpfgBcZM8cud/a08a1e7511ffabff67634a40afeb0821/Longshot_showtile.png.a08a1e7511ffabff67634a40afeb0821.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/long-shot.html,"movie, comedy","crack-up, romantic",studiocanal,,1,6,Comedy,English,0
146,Family Pictures ,"Two women lead very similar lives - both their husbands travel for work and their daughters are about to leave the nest. But when their daughters meet, they discover a shocking secret that threatens to tear both families apart.","genre:drama,genre:movie,genre:drama/soap,mood:all-the-feels,mood:revealing,mood:mysterious,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/55lq8F5T4LAjuvfdbDErbv/a0301fe93093b21612dcdba724619c22/Lifetime_FamilyPictures_showtile.png.a0301fe93093b21612dcdba724619c22.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/family-pictures.html,"drama, movie, soap","all-the-feels, revealing, mysterious",a-e,lifetime,2,3,Romance,English,0
147,Gone Mom: The Disappearance of Jennifer Dulos ,"Based on the true story of Jennifer Dulos, a wealthy, mother-of-five who mysteriously vanished on May 24, 2019. After she disappeared, her husband claimed she staged her own disappearance like in the film Gone Girl.","genre:movie,genre:drama/real-life-stories,genre:drama,genre:drama/crime-thriller,mood:mysterious,mood:thrilling,mood:all-the-feels,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/343JkjTRbdSQwu5w8bi7WD/fa723bb5c932f67fcf35c6866da6513f/GoneMom_TheDisappearanceofJenniferDulos_showtile.png.fa723bb5c932f67fcf35c6866da6513f.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/gone-mom-the-disappearance-of-jennifer-dulos.html,"movie, real-life-stories, drama, crime-thriller","mysterious, thrilling, all-the-feels",a-e,lifetime,2,0,Thriller,English,0
148,Good Manners ,"Clara, a lonely nurse from the outskirts of São Paulo, is hired by the mysterious and wealthy Ana as the nanny for her unborn child. The two women develop a strong bond, but a fateful night changes their plans. Portuguese with English subtitles.","genre:drama/crime-thriller,genre:drama,genre:drama/foreign-language-subtitled,genre:drama/lgbt,genre:movie,genre:drama/sci-fi-fantasy,mood:mysterious,mood:scary,mood:all-the-feels,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2wToGOR37T5RMhkOfkX8yy/e08700e2493bcc457adcc98b14c2423b/Filmstream_GoodManners_showtile.png.e08700e2493bcc457adcc98b14c2423b.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/good-manners.html,"crime-thriller, drama, foreign-language-subtitled, lgbt, movie, sci-fi-fantasy","mysterious, scary, all-the-feels",rialto,filmstream,3,1,Drama,English,0
149,Beaches ,"An update to a classic tear-jerker, we witness the lifelong friendship between two women that sprung from a chance meeting on Venice Beach. Starring Idina Menzel and Nia Long.","genre:movie,genre:drama,genre:closed-captions,mood:all-the-feels,mood:nostalgic,mood:warm-and-fuzzy,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7IAxhk6ZdS2Irhg0XRk7eA/bcc9dc589030d23ea5c795e6f478f7ef/Beaches_showtile.png.bcc9dc589030d23ea5c795e6f478f7ef.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/beaches.html,"movie, drama, closed-captions","all-the-feels, nostalgic, warm-and-fuzzy",a-e,lifetime,4,3,Romance,English,0
150,Resolve ,"Based on the true story of Chris Crean, who took a stand against gang violence in his community only to become a target himself. Made with the support of NZ On Air.","genre:movie,genre:drama,genre:drama/real-life-stories,genre:sunday-theatre,genre:closed-captions,channel:tv-one,distributor:screentime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2E1DDLXddxmjfjRRGIHxex/fa2a3f3a03fb3fc0d7bcf079d16b0808/resolve_showtile.png.fa2a3f3a03fb3fc0d7bcf079d16b0808.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/resolve.html,"movie, drama, real-life-stories, sunday-theatre, closed-captions",diverse,screentime,,6,2,Real Life Story,English,0
151,Homesick ,"An ambitious cellist is invited to represent Germany at an international contest. As she begins to prepare for the competition, stress starts to take over her everyday life and soon reality and imagination blur. German with English subtitles.","genre:drama,genre:drama/foreign-language-subtitled,genre:movie,mood:psychological,mood:thrilling,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3Jox3AmxgLTQ7qfUnkpUJL/4a4333dcf0b6264ae01c3021d37d4c0e/FilmStream_HomeSick_showtile-min.png.4a4333dcf0b6264ae01c3021d37d4c0e.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/homesick.html,"drama, foreign-language-subtitled, movie","psychological, thrilling",rialto,filmstream,3,1,Drama,German,0
